Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
High,D4CF,GOARES07DEL03,scattered clouds,Buffet,motorcycle,32,4.9,15.561.295,73.749.478,15.621.295,73.809.478,28.58,69,0,14.38,35.66
High,A2D7,COIMBRES15DEL02,haze,Buffet,scooter,32,4.1,11.006.686,76.951.736,11.086.686,77.031.736,25.95,65,0,17.81,38.53
High,7FD9,MUMRES15DEL01,smoke,Buffet,motorcycle,23,5,19.176.269,72.836.721,19.246.269,72.906.721,27.44,54,0,16.36,48.65
High,8.00E+15,HYDRES05DEL02,haze,Snack,electric_scooter,35,4.9,17.433.809,78.386.744,17.483.809,78.436.744,23.83,57,0,14.33,42.63
High,3997,PUNERES07DEL01,clear sky,Snack,motorcycle,33,4.5,18.546.947,73.900.626,18.616.947,73.970.626,23.09,48,0,15.98,4.46
High,AD0,CHENRES07DEL03,overcast clouds,Drinks,scooter,38,5,13.081.878,80.248.519,13.141.878,80.308.519,28.49,82,0,12.17,43.35
High,B3BA,COIMBRES16DEL02,haze,Meal,electric_scooter,28,5,11.010.375,7.695.295,11.090.375,7.703.295,25.95,65,0,17.37,3.35
High,D33C,KOCRES16DEL01,few clouds,Drinks,motorcycle,37,4,10.003.064,76.307.589,10.073.064,76.377.589,24.59,88,0,15.29,42.93
High,6A84,MUMRES07DEL02,smoke,Drinks,scooter,36,4.7,19.091.458,72.827.808,19.141.458,72.877.808,28.85,54,0,12.1,47.16
High,DDBC,BHPRES08DEL02,clear sky,Drinks,motorcycle,31,4.1,23.232.537,77.429.845,23.312.537,77.509.845,21.94,43,0,20.99,49.61
High,448C,BANGRES010DEL01,haze,Meal,scooter,39,4.6,12.933.298,77.614.293,13.003.298,77.684.293,22.91,74,0,14.22,37.88
High,6EE6,INDORES19DEL01,clear sky,Snack,motorcycle,30,4.7,22.745.536,75.893.106,22.855.536,76.003.106,23.32,43,0,26.6,4.95
High,66D7,PUNERES04DEL03,clear sky,Snack,motorcycle,28,4.8,1.851.421,73.838.429,1.860.421,73.928.429,22.98,48,0,16.48,44.53
High,76FB,SURRES11DEL01,clear sky,Snack,scooter,34,4.6,21.157.735,72.768.778,21.267.735,72.878.778,24.92,43,0,22.71,48.65
High,60C3,BANGRES07DEL01,haze,Snack,motorcycle,20,4.6,12.978.453,77.643.685,13.048.453,77.713.685,22.48,74,0,12.74,36.26
High,7.00E+36,SURRES15DEL03,mist,Snack,scooter,33,4.7,21.160.522,72.771.477,21.250.522,72.861.477,24.95,73,0,16.08,41.03
High,C5E6,ALHRES16DEL01,clear sky,Meal,motorcycle,21,4.9,25.450.377,81.834.236,25.520.377,81.904.236,25.48,43,0,17.3,37.95
High,69B4,BANGRES19DEL03,haze,Drinks,scooter,39,5,12.914.264,776.784,12.974.264,777.384,23.27,73,0,17.1,49.55
High,30FA,JAPRES14DEL01,clear sky,Drinks,motorcycle,22,4.8,2.688.842,75.800.689,2.699.842,75.910.689,23.95,28,0,20.53,51.31
High,C70F,ALHRES13DEL02,clear sky,Snack,scooter,28,5,25.451.646,81.832.796,25.531.646,81.912.796,25.19,43,0,16.18,40.06
High,7.10E+07,HYDRES04DEL01,haze,Buffet,motorcycle,31,4.6,17.411.028,78.329.645,17.481.028,78.399.645,23.8,57,0,15.79,38.43
High,D67A,KNPRES01DEL01,clear sky,Snack,scooter,29,5,26.483.672,80.320.708,26.553.672,80.390.708,25.62,42,0,15.68,43.51
High,8FE9,HYDRES09DEL01,haze,Snack,motorcycle,37,4.3,17.431.668,78.408.321,17.501.668,78.478.321,23.78,57,0,18.23,45.76
High,15C9,VADRES14DEL02,haze,Snack,motorcycle,22,4.8,22.311.603,73.165.012,22.391.603,73.245.012,25.98,57,0,15.98,36.53
High,3F34,VADRES11DEL02,haze,Meal,motorcycle,29,4.7,22.308.096,73.167.753,22.388.096,73.247.753,25.98,57,0,16.42,33.55
High,42D0,MUMRES06DEL02,smoke,Meal,motorcycle,29,4.3,19.055.831,72.833.984,19.135.831,72.913.984,28.71,54,0,21.55,49.28
High,333C,SURRES11DEL03,mist,Buffet,electric_scooter,22,4.8,21.157.735,72.768.778,21.247.735,72.858.778,24.95,73,0,16.08,38.33
High,4DA5,HYDRES17DEL01,haze,Meal,motorcycle,23,4.7,17.451.976,78.385.883,17.521.976,78.455.883,23.81,57,0,14.76,39.06
High,71AD,PUNERES11DEL01,clear sky,Drinks,electric_scooter,23,4.9,18.533.811,73.899.315,18.603.811,73.969.315,23.03,48,0,16.11,49.78
High,8A6D,BANGRES12DEL02,haze,Meal,motorcycle,39,4.8,12.939.496,77.625.999,12.989.496,77.675.999,23.08,73,0,13.33,0.36
High,58F7,HYDRES07DEL01,haze,Meal,electric_scooter,22,3.3,17.424.114,78.347.554,17.494.114,78.417.554,23.88,57,0,16.42,34.91
High,BB82,JAPRES20DEL02,clear sky,Snack,motorcycle,33,4.7,26.956.431,75.776.649,27.036.431,75.856.649,22.92,28,0,16.68,38.83
High,33D3,COIMBRES02DEL03,haze,Snack,motorcycle,20,4.8,11.022.477,76.995.667,11.112.477,77.085.667,26.12,65,0,16.73,39.73
High,2ECE,SURRES11DEL01,,Drinks,motorcycle,24,4.5,21.157.735,72.768.778,21.267.735,72.878.778,22.93690745,66.16488244,0.016233117,22.71,32.43797677
High,3.30E+04,COIMBRES03DEL02,haze,Buffet,scooter,37,4.9,11.025.083,77.015.393,11.155.083,77.145.393,26.26,65,0,29.81,47.05
High,1352,PUNERES010DEL03,clear sky,Buffet,motorcycle,29,4.6,18.539.299,73.897.902,18.569.299,73.927.902,23.02,48,0,8.03,33.18
High,5.30E+10,INDORES20DEL01,haze,Drinks,motorcycle,20,4.4,22.732.225,75.874.765,22.802.225,75.944.765,23.14,60,0,14.82,43.41
High,8.20E+01,COIMBRES04DEL02,haze,Drinks,motorcycle,27,4.5,11.024.839,77.007.003,11.154.839,77.137.003,26.26,65,0,30.43,5.46
High,1C5A,VADRES11DEL02,haze,Snack,motorcycle,23,4.1,22.308.096,73.167.753,22.388.096,73.247.753,25.99,57,0,16.42,39.53
High,9F5F,PUNERES12DEL03,clear sky,Drinks,motorcycle,34,4.5,18.520.016,73.830.547,18.580.016,73.890.547,22.91,49,0,13,46.21
High,CF8F,BHPRES03DEL02,clear sky,Buffet,scooter,36,4.2,23.214.294,77.435.361,23.294.294,77.515.361,21.93,43,0,17.02,39.88
High,B077,RANCHIRES010DEL02,mist,Drinks,motorcycle,26,4.6,23.354.422,853.329,23.434.422,854.129,21.14,78,0,14.12,43.73
High,79BB,PUNERES06DEL02,clear sky,Meal,motorcycle,37,4.6,18.546.258,73.904.337,18.596.258,73.954.337,23.03,48,0,14.37,37.06
High,DC69,ALHRES16DEL02,clear sky,Drinks,motorcycle,23,4.5,25.450.377,81.834.236,25.530.377,81.914.236,25.19,43,0,18.18,5.28
High,DE9B,KOLRES010DEL01,haze,Buffet,motorcycle,29,4.8,22.538.999,88.322.337,22.608.999,88.392.336,27.99,65,0,12.89,4.26
High,8B45,COIMBRES15DEL02,haze,Snack,motorcycle,37,4.8,11.006.686,76.951.736,11.086.686,77.031.736,25.94,65,0,17.81,47.16
High,C5E9,GOARES06DEL02,scattered clouds,Snack,scooter,38,4.5,1.556.155,73.749.092,1.564.155,73.829.092,28.81,69,0,17.48,44.11
High,4845,MYSRES02DEL03,clear sky,Drinks,motorcycle,22,4.8,12.304.569,76.643.622,12.364.569,76.703.622,20.81,67,0,13.86,48.81
High,B7D0,MYSRES12DEL02,clear sky,Buffet,motorcycle,23,4.5,12.284.747,76.625.861,12.334.747,76.675.861,20.61,67,0,10.91,33.46
High,97A1,COIMBRES12DEL03,haze,Snack,electric_scooter,24,4.9,11.000.762,76.981.876,11.090.762,77.071.876,26,65,0,18.48,44.68
High,9D4F,JAPRES11DEL02,haze,Meal,motorcycle,35,4.7,2.690.294,75.793.007,2.698.294,75.873.007,23.83,46,0,14.29,38.71
High,A081,RANCHIRES04DEL03,mist,Drinks,scooter,35,4.4,23.359.033,85.325.347,23.449.033,85.415.347,21.18,78,0,18.49,48.78
High,724E,COIMBRES18DEL01,haze,Snack,motorcycle,32,4.4,1.102.091,76.940.432,1.109.091,77.010.432,25.79,73,0,16.05,4.34
High,AA82,JAPRES07DEL02,haze,Snack,motorcycle,38,4.7,26.766.536,75.837.333,26.846.536,75.917.333,24.18,46,0,16.14,37.08
High,695A,JAPRES09DEL02,haze,Drinks,motorcycle,20,5,26.911.378,75.789.034,26.991.378,75.869.034,23.9,46,0,16.75,52.96
High,9C7D,JAPRES14DEL03,haze,Buffet,scooter,32,4.7,2.688.842,75.800.689,2.694.842,75.860.689,23.9,46,0,11.29,38.93
High,A68,COIMBRES17DEL03,haze,Snack,scooter,20,4.8,11.026.117,76.944.652,11.116.117,77.034.652,26.08,73,0,19.16,48.38
High,F02,HYDRES01DEL02,haze,Meal,electric_scooter,20,4.8,17.410.371,78.437.225,17.490.371,78.517.225,22.77,60,0,16.3,45.33
High,A25A,PUNERES12DEL01,clear sky,Drinks,electric_scooter,33,3.8,18.520.016,73.830.547,18.590.016,73.900.547,22.91,49,0,14.96,53.03
High,2F2F,SURRES18DEL01,clear sky,Meal,motorcycle,38,4.7,21.149.834,72.778.666,21.259.834,72.888.666,24.93,43,0,21.96,43.91
High,BC95,JAPRES11DEL01,haze,Snack,motorcycle,26,4.8,2.690.294,75.793.007,2.697.294,75.863.007,23.57,46,0,13.52,4.52
High,2C1A,COIMBRES16DEL03,haze,Drinks,motorcycle,26,4.8,11.010.375,7.695.295,11.100.375,7.704.295,26.01,73,0,19.24,55.55
High,6C82,JAPRES20DEL03,clear sky,Drinks,scooter,30,4.5,26.956.431,75.776.649,27.016.431,75.836.649,23.29,27,0,12.04,4.68
High,7494,INDORES08DEL03,haze,Meal,motorcycle,24,4.7,22.725.748,75.898.497,22.785.747,75.958.497,22.14,60,0,16.98,38.01
High,3965,HYDRES06DEL03,haze,Meal,motorcycle,27,4.9,17.455.894,78.375.467,17.515.894,78.435.467,22.71,60,0,12.94,4.14
High,6DE4,MYSRES07DEL01,clear sky,Meal,scooter,30,4.2,12.325.461,76.632.278,12.435.461,76.742.278,20.29,68,0,21.9,31.75
High,B529,MYSRES05DEL03,clear sky,Snack,scooter,39,4.3,12.323.978,76.627.961,12.383.978,76.687.961,20.81,67,0,15.09,35.26
High,2.00E+13,BANGRES20DEL02,haze,Meal,scooter,36,5,12.972.161,77.596.014,13.022.161,77.646.014,22.76,73,0,9.54,42.31
High,83D9,HYDRES010DEL02,haze,Buffet,electric_scooter,32,4.7,17.428.294,78.404.423,17.478.294,78.454.423,22.94,60,0,15.02,40.46
High,4CB,PUNERES04DEL01,clear sky,Buffet,motorcycle,29,4.6,1.851.421,73.838.429,1.858.421,73.908.429,22.91,49,0,13.26,41.88
High,5C3D,BANGRES09DEL02,haze,Buffet,motorcycle,29,4.8,12.934.179,77.615.797,13.014.179,77.695.797,22.86,74,0,16.05,47.05
High,A17B,COIMBRES04DEL03,haze,Meal,scooter,39,4.8,11.024.839,77.007.003,11.114.839,77.097.003,26.1,73,0,18.06,35.85
High,6566,HYDRES010DEL02,haze,Drinks,motorcycle,29,4.7,17.428.294,78.404.423,17.478.294,78.454.423,22.94,60,0,15.02,47.48
High,659D,SURRES13DEL03,clear sky,Drinks,motorcycle,20,4.5,21.170.096,72.789.122,21.260.096,72.879.122,24.93,43,0,19.68,50.96
High,3.50E+05,SURRES01DEL02,clear sky,Drinks,scooter,23,4.6,21.186.438,72.794.115,21.266.438,72.874.115,24.93,43,0,18,48.76
High,34DF,COIMBRES12DEL01,haze,Snack,motorcycle,30,4.4,11.000.762,76.981.876,11.110.762,77.091.876,26.11,65,0,21.09,49.81
High,AB5F,SURRES14DEL03,mist,Snack,scooter,29,4.9,21.157.729,72.768.726,21.247.729,72.858.726,24.95,73,0,16.07,46.98
High,9DF3,HYDRES11DEL03,haze,Drinks,scooter,29,4.9,17.430.448,78.418.213,17.490.448,78.478.213,22.82,60,0,16.69,48.26
High,DCE6,ALHRES19DEL02,clear sky,Buffet,scooter,20,4.7,25.457.116,81.859.682,25.507.116,81.909.682,25.48,43,0,17.14,43.15
High,2546,MYSRES06DEL03,clear sky,Buffet,motorcycle,27,4,12.323.994,76.626.167,12.383.994,76.686.167,20.81,67,0,15.21,33.71
High,DB4D,AGRRES08DEL03,clear sky,Snack,motorcycle,28,4.7,27.160.934,78.044.095,27.190.934,78.074.095,25.95,37,0,8.24,38.56
High,5785,MYSRES17DEL02,clear sky,Snack,motorcycle,31,4.7,12.326.356,76.619.103,12.406.356,76.699.103,20.8,67,0,18.2,37.98
High,1378,INDORES18DEL01,clear sky,Meal,scooter,25,4.6,22.753.839,75.897.429,22.863.838,76.007.429,23.32,43,0,25.66,43.03
High,1AA1,BANGRES03DEL03,haze,Meal,motorcycle,26,4.5,12.979.166,77.640.709,13.039.166,77.700.709,22.49,74,0,12.05,3.61
High,B5CA,MUMRES09DEL02,smoke,Drinks,motorcycle,23,4.8,18.994.049,72.825.203,19.044.049,72.875.203,28.01,57,0,12.06,48.98
High,808B,COIMBRES02DEL03,haze,Drinks,electric_scooter,36,4.7,11.022.477,76.995.667,11.112.477,77.085.667,26.11,65,0,16.73,46.96
High,3DBF,SURRES01DEL02,clear sky,Buffet,motorcycle,35,4.9,21.186.438,72.794.115,21.266.438,72.874.115,24.93,43,0,18,41.73
High,9F2E,COIMBRES17DEL03,haze,Drinks,motorcycle,30,4,11.026.117,76.944.652,11.086.117,77.004.652,25.78,73,0,13.92,42.46
High,579,BANGRES02DEL03,haze,Meal,scooter,29,4.6,12.970.221,77.645.396,13.030.221,77.705.396,22.69,74,0,11.41,35.65
High,9A3F,RANCHIRES17DEL01,scattered clouds,Drinks,scooter,29,4.8,23.374.878,85.335.739,23.484.878,85.445.739,20.15,63,0,19.69,50.96
High,800E,JAPRES06DEL02,haze,Drinks,scooter,33,4.8,26.911.927,75.797.282,26.991.927,75.877.282,23.94,46,0,14.9,50.28
High,921B,PUNERES16DEL02,clear sky,Drinks,motorcycle,24,4.8,18.536.718,73.830.327,18.586.718,73.880.327,22.91,49,0,11.89,43.11
High,5126,HYDRES17DEL03,haze,Meal,motorcycle,23,4.5,17.451.976,78.385.883,17.511.976,78.445.883,22.74,60,0,12.73,35.63
High,562C,RANCHIRES18DEL03,mist,Buffet,motorcycle,28,4.8,23.351.489,85.324.253,23.411.489,85.384.253,20.09,83,0,11.31,39.71
High,87F3,BANGRES17DEL01,haze,Buffet,motorcycle,29,4.8,12.972.532,77.608.179,13.012.532,77.648.179,22.77,73,0,7,35.95
High,C43E,GOARES17DEL03,broken clouds,Meal,scooter,35,4.9,15.496.162,73.825.364,15.556.162,73.885.364,28.7,70,0,12.82,37.48
High,7.90E+01,BANGRES09DEL02,haze,Buffet,motorcycle,31,4.7,12.934.179,77.615.797,13.014.179,77.695.797,22.86,74,0,16.05,48.01
High,2F90,PUNERES05DEL03,clear sky,Buffet,motorcycle,35,4.5,18.543.626,73.905.101,18.603.626,73.965.101,23.03,48,0,15.58,42.81
High,6655,CHENRES03DEL01,overcast clouds,Buffet,motorcycle,23,5,13.091.809,80.219.104,13.161.809,80.289.104,28.45,81,0,21.53,46.95
High,909E,COIMBRES17DEL02,haze,Meal,scooter,22,4.9,11.026.117,76.944.652,11.106.117,77.024.652,25.98,73,0,16.91,37.91
High,DE03,KNPRES15DEL02,clear sky,Snack,motorcycle,36,4.6,26.482.419,80.320.939,26.562.419,80.400.939,25.62,42,0,16.95,0.45
High,8A78,MYSRES01DEL01,clear sky,Drinks,scooter,21,4.5,12.311.072,76.654.878,12.421.072,76.764.878,20.29,68,0,24.9,51.73
High,262B,VADRES20DEL01,haze,Snack,motorcycle,28,4,22.311.358,73.164.798,22.421.358,73.274.798,23.93,64,0,19.95,42.91
High,4022,RANCHIRES17DEL02,mist,Drinks,motorcycle,38,4.7,23.374.878,85.335.739,23.454.878,85.415.739,20.19,83,0,16.45,0.5
High,CC0F,AURGRES14DEL01,haze,Snack,motorcycle,22,4.5,19.875.016,75.322.405,19.945.016,75.392.405,21.56,60,0,17.72,49.58
High,B182,BANGRES13DEL01,haze,Drinks,motorcycle,38,4.9,12.935.662,7.761.413,13.005.662,7.768.413,22.86,73,0,14.07,49.25
High,DF60,GOARES18DEL03,broken clouds,Snack,motorcycle,30,4.8,1.549.395,73.827.423,1.555.395,73.887.423,28.86,70,0,12.36,42.25
High,92A3,PUNERES15DEL01,clear sky,Buffet,scooter,29,4.9,18.636.215,73.751.081,18.706.215,73.821.081,22.35,49,0,16.48,4.41
High,6FEA,MUMRES14DEL03,smoke,Drinks,scooter,35,4.9,191.813,72.836.191,192.413,72.896.191,28.14,54,0,11.92,50.15
High,3E6F,RANCHIRES19DEL01,mist,Snack,scooter,39,4.6,23.333.017,853.172,23.443.017,854.272,20.19,83,0,17.99,46.63
High,5BCD,JAPRES11DEL03,haze,Meal,electric_scooter,26,4.8,2.690.294,75.793.007,2.699.294,75.883.007,23.94,46,0,16.67,45.63
High,23D7,SURRES20DEL02,mist,Meal,motorcycle,38,4.8,2.115.276,72.778.059,2.123.276,72.858.059,24.95,73,0,16.42,38.98
High,179F,SURRES18DEL03,mist,Drinks,electric_scooter,39,3.8,21.149.834,72.778.666,21.239.834,72.868.666,24.94,73,0,16.89,50.13
High,3901,MYSRES11DEL01,clear sky,Drinks,motorcycle,34,4.6,12.323.225,76.630.028,12.393.225,76.700.028,20.8,67,0,16.12,41.56
High,908C,RANCHIRES20DEL02,scattered clouds,Drinks,motorcycle,27,4.5,2.339.925,85.390.464,2.352.925,85.520.464,20.16,61,0,22.77,50.61
High,590F,RANCHIRES15DEL02,mist,Meal,motorcycle,36,4.2,23.369.746,8.533.982,23.449.746,8.541.982,20.19,83,0,15.7,37.48
High,A352,INDORES02DEL01,clear sky,Meal,motorcycle,29,4.9,22.651.847,75.881.991,22.761.847,75.991.991,22.14,45,0,22.28,37.96
High,3364,SURRES12DEL03,clear sky,Snack,motorcycle,29,4.8,21.183.434,72.814.492,21.273.434,72.904.492,24.91,42,0,17.3,41.21
High,A710,INDORES17DEL02,clear sky,Buffet,motorcycle,33,4.6,22.761.226,75.887.522,22.841.226,75.967.522,22.21,44,0,14.61,38.45
High,9AB,PUNERES14DEL02,clear sky,Snack,motorcycle,22,4.6,18.516.216,73.842.527,18.566.216,73.892.527,23.1,49,0,9.82,36.51
High,28AD,JAPRES010DEL02,clear sky,Snack,motorcycle,24,4.6,26.921.411,75.793.604,27.001.411,75.873.604,23.72,28,0,15.56,42.75
High,8BB,MYSRES07DEL03,clear sky,Snack,motorcycle,29,4.6,12.325.461,76.632.278,12.415.461,76.722.278,20.7,67,0,20.42,36.85
High,C9D9,KOLRES13DEL03,haze,Drinks,scooter,27,4.6,22.553.227,88.353.273,22.613.227,88.413.273,27.99,65,0,12.01,45.86
High,29A4,MYSRES02DEL02,clear sky,Buffet,motorcycle,35,4.9,12.304.569,76.643.622,12.354.569,76.693.622,20.61,67,0,12.81,37.26
High,CE3B,AGRRES08DEL03,clear sky,Buffet,motorcycle,35,4.6,27.160.934,78.044.095,27.220.934,78.104.095,25.84,37,0,20.32,35.08
High,1E0E,JAPRES13DEL01,haze,Buffet,motorcycle,24,4.9,26.846.156,758.023,26.916.156,758.723,23.77,46,0,13.58,36.86
High,4B02,COIMBRES18DEL01,haze,Meal,motorcycle,31,4.9,1.102.091,76.940.432,1.109.091,77.010.432,25.79,73,0,16.05,39.36
High,B2A3,SURRES05DEL01,clear sky,Meal,motorcycle,37,4.5,21.175.104,72.804.342,21.245.104,72.874.342,24.94,43,0,14.56,33.98
High,D292,ALHRES17DEL02,clear sky,Meal,motorcycle,20,5,2.545.235,81.841.889,2.553.235,81.921.889,25.19,43,0,16.51,33.81
High,62DF,MUMRES11DEL03,smoke,Buffet,motorcycle,21,4.6,18.994.237,72.825.553,19.054.237,72.885.553,28.01,57,0,12.44,39.63
High,C5F1,KOLRES12DEL01,haze,Drinks,electric_scooter,24,4.7,22.551.084,88.354.127,22.621.084,88.424.127,27.99,65,0,15.19,48.28
High,613A,SURRES06DEL01,clear sky,Meal,scooter,37,4,21.185.047,7.280.859,21.295.047,7.291.859,24.9,42,0,22.17,45.15
High,5110,MYSRES02DEL03,clear sky,Meal,electric_scooter,37,4.9,12.304.569,76.643.622,12.364.569,76.703.622,20.81,67,0,13.86,39.78
High,16D8,MUMRES14DEL01,smoke,Buffet,motorcycle,38,4.9,191.813,72.836.191,192.213,72.876.191,27.85,57,0,8.97,39.16
High,4B69,CHENRES11DEL02,mist,Snack,electric_scooter,30,4.4,13.064.181,80.236.442,13.114.181,80.286.442,28.46,81,0,12.32,44.16
High,54C3,JAPRES010DEL03,clear sky,Buffet,motorcycle,37,4.8,26.921.411,75.793.604,27.011.411,75.883.604,23.9,28,0,18.19,45.35
High,10AC,COIMBRES17DEL03,haze,Drinks,electric_scooter,38,5,11.026.117,76.944.652,11.086.117,77.004.652,25.78,73,0,13.92,42.43
High,ADF5,INDORES14DEL01,clear sky,Drinks,motorcycle,37,4.5,22.761.593,75.886.362,22.831.593,75.956.362,22.18,44,0,17.05,48.85
High,85A7,CHENRES14DEL03,mist,Meal,scooter,29,4.9,13.026.279,80.174.568,13.116.279,80.264.568,28.45,82,0,26.98,46.25
High,A045,RANCHIRES11DEL02,mist,Drinks,motorcycle,26,4.7,23.359.194,85.325.447,23.409.194,85.375.447,20.09,83,0,9.71,45.13
High,1027,HYDRES11DEL01,haze,Snack,scooter,32,4.6,17.430.448,78.418.213,17.500.448,78.488.213,22.77,60,0,18.84,49.11
High,881A,JAPRES03DEL03,clear sky,Snack,motorcycle,39,4.6,26.913.483,75.803.139,27.003.483,75.893.139,23.98,28,0,16.4,47.91
High,A79A,JAPRES06DEL01,haze,Snack,scooter,30,4.9,26.911.927,75.797.282,26.981.927,75.867.282,23.83,46,0,13.96,43.08
High,815C,MYSRES04DEL01,clear sky,Snack,motorcycle,27,4.6,12.3085,76.665.808,12.4185,76.775.808,20.5,68,0,26.27,46.05
High,6A69,INDORES16DEL03,clear sky,Snack,scooter,31,3.7,22.744.648,75.894.377,22.834.648,75.984.377,22.25,44,0,19.59,43.66
High,B94C,BANGRES02DEL02,haze,Snack,motorcycle,26,4.6,12.970.221,77.645.396,13.020.221,77.695.396,22.79,74,0,11.08,37.95
High,7D88,INDORES17DEL03,clear sky,Drinks,motorcycle,37,4.6,22.761.226,75.887.522,22.851.226,75.977.522,22.25,44,0,16.69,46.88
High,150F,PUNERES01DEL03,clear sky,Buffet,scooter,24,4.6,18.569.156,73.774.723,18.629.156,73.834.723,22.46,50,0,15.37,42.95
High,7172,INDORES14DEL02,clear sky,Buffet,motorcycle,22,3.5,22.761.593,75.886.362,22.841.593,75.966.362,22.21,44,0,14.73,38.81
High,8EEA,RANCHIRES05DEL01,scattered clouds,Meal,motorcycle,21,4.6,23.355.164,85.324.097,23.465.164,85.434.097,20.29,63,0,18.86,44.13
High,CE13,KOLRES05DEL01,haze,Drinks,motorcycle,21,4.7,22.527.893,88.368.628,22.597.893,88.438.628,28,65,0,13.02,46.43
High,B1BC,MYSRES12DEL02,clear sky,Snack,scooter,27,4.9,12.284.747,76.625.861,12.334.747,76.675.861,20.61,67,0,10.91,35.41
High,BB5A,MYSRES03DEL02,clear sky,Drinks,scooter,31,4.5,12.299.524,7.664.262,12.379.524,7.672.262,20.7,68,0,15.51,45.43
High,BD68,HYDRES15DEL03,haze,Meal,electric_scooter,20,4.9,1.745.971,78.368.855,1.751.971,78.428.855,22.69,60,0,13.79,42.63
High,78D1,SURRES010DEL03,mist,Snack,scooter,34,4,2.117.106,72.789.292,2.123.106,72.849.292,25.01,73,0,11.64,39.21
High,70C1,MYSRES13DEL03,clear sky,Buffet,scooter,27,4.5,12.310.972,76.659.264,12.370.972,76.719.264,20.7,68,0,12.35,3.38
High,B3E3,BANGRES06DEL02,haze,Buffet,motorcycle,27,4.8,12.979.096,77.640.625,13.029.096,77.690.625,22.63,74,0,11.16,0.35
High,67AB,SURRES01DEL01,clear sky,Meal,motorcycle,33,4.4,21.186.438,72.794.115,21.256.438,72.864.115,24.93,43,0,11.99,31.03
High,728B,INDORES010DEL01,clear sky,Meal,scooter,29,4.2,2.275.004,75.902.847,2.286.004,76.012.847,22.31,43,0,24.02,39.81
High,CCC2,LUDHRES010DEL03,clear sky,Drinks,electric_scooter,23,4.9,3.089.286,75.822.199,3.095.286,75.882.199,23.81,38,0,13.05,4.06
High,EE9,RANCHIRES010DEL01,scattered clouds,Snack,scooter,34,4.6,23.354.422,853.329,23.464.422,854.429,20.3,63,0,17.44,43.23
High,B95E,JAPRES06DEL01,haze,Buffet,motorcycle,23,4.9,26.911.927,75.797.282,26.981.927,75.867.282,23.83,46,0,13.96,4.13
High,6AB5,COIMBRES02DEL03,haze,Snack,scooter,28,4.7,11.022.477,76.995.667,11.112.477,77.085.667,26.12,73,0,16.73,41.93
High,8F4C,JAPRES06DEL02,haze,Buffet,motorcycle,27,4.8,26.911.927,75.797.282,26.961.927,75.847.282,23.67,46,0,9.46,34.36
High,3065,VADRES01DEL02,haze,Buffet,scooter,39,4.3,22.307.898,73.167.788,22.387.898,73.247.788,23.99,64,0,16.44,3.76
High,703,COIMBRES010DEL02,haze,Meal,motorcycle,29,4.6,11.003.008,7.697.544,11.083.009,7.705.544,25.97,73,0,15.72,36.91
High,35B6,PUNERES13DEL03,clear sky,Snack,motorcycle,26,4.6,1.856.245,73.916.619,1.862.245,73.976.619,23.39,47,0,15,48.23
High,8724,HYDRES010DEL02,haze,Snack,motorcycle,36,4,17.428.294,78.404.423,17.478.294,78.454.423,22.94,60,0,15.02,42.33
High,753A,RANCHIRES07DEL03,mist,Drinks,motorcycle,29,4.9,23.359.407,85.325.055,23.449.407,85.415.055,20.19,83,0,18.51,48.86
High,1141,CHENRES14DEL03,mist,Drinks,scooter,37,4.9,13.026.279,80.174.568,13.086.279,80.234.568,28.4,81,0,13.58,50.81
High,A3A4,JAPRES20DEL03,clear sky,Snack,motorcycle,36,4.5,26.956.431,75.776.649,27.016.431,75.836.649,23.29,27,0,12.04,41.75
High,5AC6,VADRES11DEL02,haze,Snack,scooter,27,4.8,22.308.096,73.167.753,22.388.096,73.247.753,23.99,64,0,16.42,3.95
High,444E,RANCHIRES04DEL03,mist,Meal,scooter,22,4.8,23.359.033,85.325.347,23.419.033,85.385.347,20.22,83,0,11.32,40.76
High,47B3,JAPRES010DEL01,haze,Drinks,scooter,35,4.7,26.921.411,75.793.604,26.961.411,75.833.604,22.62,46,0,15.27,5.45
High,561F,COIMBRES010DEL03,haze,Drinks,scooter,23,4.6,11.003.008,7.697.544,11.093.008,7.706.544,26,73,0,16.69,45.75
High,1741,COIMBRES01DEL01,haze,Meal,motorcycle,30,4.1,11.016.298,76.972.076,11.086.298,77.042.076,25.95,73,0,14.52,36.66
High,DF4F,KOLRES07DEL02,haze,Snack,motorcycle,36,4.8,22.547.186,8.835.068,22.627.185,8.843.068,28,65,0,18.49,47.86
High,4BD8,CHENRES02DEL02,mist,Buffet,scooter,38,4.7,13.086.438,80.220.672,13.136.439,80.270.672,28.47,82,0,12.24,4.19
High,777A,MYSRES010DEL03,clear sky,Snack,motorcycle,27,4.9,12.321.214,76.621.094,12.381.214,76.681.094,20.81,67,0,16.81,39.41
High,15EC,HYDRES11DEL01,haze,Meal,scooter,21,4.6,17.430.448,78.418.213,17.500.448,78.488.213,22.77,60,0,18.75,43.88
